ticker,name,description,cik,composite_figi,market_cap,weighted_shares_outstanding,share_class_shares_outstanding,sic_code,sic_description,homepage_url,type
MAMA,"Mama's Creations, Inc. Common Stock","Mama`s Creations Inc is a marketer and manufacturer of fresh deli-prepared foods, found in over 8,400 grocery, mass, club, and convenience stores nationally. The company's broad product portfolio, born from a rich history in Italian foods, now consists of a variety of high-quality, fresh, clean, and easy-to-prepare foods to address the needs of both consumers and retailers.",0001520358,BBG001QB7PK9,218755740.54000002,37586897.0,37590000.0,2013,SAUSAGES & OTHER PREPARED MEAT PRODUCTS,https://www.mamascreations.com,CS
QSG,QuantaSing Group Limited American Depositary Shares,"QuantaSing Group Ltd is a learning service provider in China's adult learning market for personal interest courses. It offers easy-to-understand, affordable, and accessible online courses to adult learners under various brands, including QiNiu, Kelly, and QianChi among others empowering them to pursue personal development. The company offers courses for various domains such as financial literacy, skill upgrading, recreation, and leisure which are offered in live large-class dual-instructor mode, online community-based training camp mode, and in live lecture, one-on-one tutoring mode. Its segments are; Learning service and others which derives key revenue, and Consumer business. Geographically, the company generates all of its revenue from the People's Republic of China.",0001932770,BBG01C3JFXX2,123064777.32310002,51113003.0,103480000.0,,,https://www.liangzizhige.com,ADRC
DEVS,DevvStream Corp. Common Stock,"DevvStream Corp is a technology based ESG company that advances the development and monetization of environmental assets, with an initial focus on carbon markets. It works with governments and corporations to achieve their sustainability goals through the implementation of curated green technology projects that generate renewable energy, improve energy efficiencies, eliminate or reduce emissions, and sequester carbon directly from the air.",0001854480,BBG010WX54Z8,9920073.45,28343067.0,28340000.0,6799,"INVESTORS, NEC",https://www.devvstream.com,CS
IHD,VOYA EMERGING MARKETS HIGH INCOME DIVIDEND EQUITY FUND,"Voya Emerging Markets High Dividend Equity Fund is a diversified closed-end management investment company. Its primary investment objective is to provide total return through a combination of current income, capital gains, and capital appreciation. The company seeks to achieve its investment objectives by investing principally in a portfolio of equity securities, and issuers in emerging market countries. The Fund will also normally seek to secure gains and enhance the stability of returns over a market cycle by writing (selling) call options on selected exchange-traded funds (ETFs) and/or international, regional, or country indices of equity securities, and/or on equity securities.",0001496292,BBG000BDQT60,97281203.03999999,18082008.0,18530000.0,,,https://www.voyainvestments.com,FUND
GANX,"Gain Therapeutics, Inc. Common Stock","Gain Therapeutics Inc is a biotechnology company developing novel small molecule therapeutics to treat diseases across, several therapeutics areas, including, lysosomal storage disorders, central nervous system disorders, metabolic disorders, and oncology. The company's clinical-stage product candidate, GT-02287, is being developed for the treatment of GBA1 Parkinson's disease. The company uses its computational target and drug discovery platform, Magellan, to discover novel allosteric binding sites on proteins implicated in disease and to identify proprietary small molecules that bind these sites to modulate protein function and treat the underlying cause of the disease. The company derives revenues from collaboration and licensing agreements.",0001819411,BBG00W7D7CJ9,49442726.752000004,26525068.0,26530000.0,2834,PHARMACEUTICAL PREPARATIONS,https://www.gaintherapeutics.com,CS
ZVSA,"ZyVersa Therapeutics, Inc. Common Stock","ZyVersa Therapeutics Inc is a clinical-stage biopharmaceutical company leveraging proprietary technologies to develop drugs for patients with chronic renal or inflammatory diseases with high unmet medical needs. The company has two proprietary globally licensed drug development platforms which are Cholesterol Efflux MediatorTM, VAR 200 (2-hydroxypropyl-beta-cyclodextrin) is an injectable drug in clinical development for the treatment of renal diseases. and IC 100 is a monoclonal antibody inflammasome ASC inhibitor in preclinical development for the treatment of inflammatory conditions.",0001859007,BBG01137LPK6,988260.3200000001,1074196.0,1070000.0,2834,PHARMACEUTICAL PREPARATIONS,https://www.zyversa.com,CS
VLY,Valley National Bancorp,,0000714310,BBG000D4YTR6,,,509180000.0,6021,NATIONAL COMMERCIAL BANKS,,CS
ENVX,Enovix Corporation Common Stock,"Enovix Corp is engaged in designing, developing, manufacturing, and commercializing Lithium-ion, or Li-ion, battery cells. It uses BreakFlow and Encapsulation technologies to manufacture high capacity and resilient batteries. The company's product portfolio comprises power disc batteries, flexible lithium-ion polymer batteries, superior lithium-ion polymer batteries, active silicon lithium-ion cells, and others. Geographically, the company generates maximum revenue from its customers in South Korea, followed by Switzerland, Norway, the United States, Taiwan, and other regions.",0001828318,BBG00YC53854,1537172158.9045,191273833.0,191270000.0,3690,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",https://www.enovix.com,CS
BKSY.WS,"BlackSky Technology Inc. Redeemable Warrants, each whole Warrant exercisable for one-eighth (1/8th) of a share of Class A Common Stock at an exercise price of $92.00 per whole share","BlackSky Technology Inc is a provider of real-time geospatial intelligence. The company delivers on-demand, high-frequency imagery, monitoring, and analytics of some of the critical and strategic locations, economic assets, and events in the world. It designs, owns, and operates one of the industry's low earth orbit (LEO) small satellite constellations, optimized to capture imagery cost-efficiently where and when its customers need it. its Spectra AI software platform processes data from BlackSky's constellation and from other third-party sensors to develop the critical insights and analytics that provide its customers with the actionable intelligence. Geographically, the company operates in North America, the Middle East, Asia, and Others.",0001753539,BBG00R2NP1J7,,,30480000.0,3663,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,https://www.blacksky.com,WARRANT
VIR,"Vir Biotechnology, Inc. Common Stock","Vir Biotechnology Inc is an immunology company focused on combining cutting-edge technologies to treat and prevent serious infectious diseases and other serious conditions, including viral-associated diseases. Through internal development, collaborations, and acquisitions, it has four technology platforms, focused on antibodies, T cells, innate immunity, and small interfering ribonucleic acid, or siRNA. The company's pipeline consists of product candidates targeting hepatitis B, HBV, influenza A, human immunodeficiency virus, HIV, and tuberculosis, or TB. Its revenue sources are collaboration revenue, contract revenue, grant revenue, and license revenue.",0001706431,BBG00H2QQ8T5,1034060376.44,137143286.0,137140000.0,2836,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",https://www.vir.bio,CS
XYF,"X Financial American Depositary Shares, each representing six Class A Ordinary Shares","X Financial is a Cayman Islands-based technology-driven personal finance company. Along with its subsidiaries, the firm provides diversified investment opportunities to investors in China through its wealth management platform, Xiaoying Wealth Management. Loan products offered by the company include Xiaoying Card Loan, Xiaoying Preferred Loan, and Xiaoying Housing Loan. The company generates revenue from loan facilitation service, post-origination service, and guarantee services provided.",0001725033,BBG00LVC2N09,522243719.735,47412049.0,186870000.0,,,https://ir.xiaoyinggroup.com,ADRC
LGVN,Longeveron Inc. Common Stock,"Longeveron Inc is a clinical-stage biotechnology company developing regenerative medicines to address unmet medical needs for specific aging-related and life-threatening conditions. Its investigational product is Lomecel-B an stem cell formulation sourced from the bone marrow of young, healthy adult donors and has potential mechanisms of action that can promote tissue repair and healing. The company currently has three pipeline indications: Hypoplastic Left Heart Syndrome (HLHS), Alzheimer's disease (AD) and Aging-related Frailty.",0001721484,BBG00YZ6JHT4,21782796.0576,14927903.0,13350000.0,2834,PHARMACEUTICAL PREPARATIONS,https://www.longeveron.com,CS
